Taras1715,309.16,USDT,11517617700678000640,Wise,1692376036
BannyH,397.05,USDT,11522539579980808192,Wise,1692376036
prostovozm,1480.00,USDT,11521894902444072960,Wise,1692376036
forceTrade24,3365.00,USDT,11521635921519566848,Wise,1692376036
Forbs5,768.21,USDT,11520739954071420928,Wise,1692376036
europak,667.13,USDT,11509925342841184256,ZEN,1692376036
iam4aika,238.18,USDT,11518220599912136704,ZEN,1692376036
vadim_d98,1052.36,USDT,11517366423148072960,Wise,1692376036
ExchangeCZ,627.24,USDT,11499498887381671936,UniCredit,1692376036
yanus,128.77,USDT,11521925378305183744,Fio banka,1692376036
CiberixExchange,528.48,USDT,11522208460096212992,esk spoitelna,1692376036
Shagies,598.91,USDT,11501854236922707968,MONETA Money Bank,1692376036
nonameeeeeeeee,5146.88,USDT,11522482633171333120,Wise,1692376036
,1500.01,USDT,11522629372064161792,esk spoitelna,1692376036
dvsc999,114.65,USDT,11521631470768013312,esk spoitelna,1692376036
Yarsa22,396.36,USDT,11522635851626426368,Revolut,1692376036
ThayR,700.70,USDT,11518188091822452736,Revolut,1692376036
Alfredo46,1300.00,USDT,11518917322314096640,Revolut,1692376036
XTradeTime,5334.47,USDT,11505276207850541056,Fio banka,1692376036
ANTONOVYCHA_140,900.00,USDT,11520704485909311488,Revolut,1692376036
sonia0909,200.00,USDT,11511727733285404672,ZEN,1692376036
honchar8899,6000.00,USDT,11515608148203413504,Skrill (Moneybookers),1692376036
VitaliiMelnyk,42.91,USDT,11515954946791952384,Fio banka,1692376036
dl_exchange,3620.00,USDT,11518579522990866432,Wise,1692376036
mrsopel,200.00,USDT,11516064080293883904,Skrill (Moneybookers),1692376036
vasqa,167.79,USDT,11522651548991954944,Alipay,1692376045
AlteWay,74855.11,USDT,11522152494071304192,Revolut,1692376045
NobleDigital,139071.03,USDT,11522560550958882816,SEPA Instant,1692376045
Dinance_Acil_Coin,1189.48,USDT,11522644026972028928,ZEN,1692376045
Exchancher,728.04,USDT,11517516499108253696,ZEN,1692376045
MIDAS_MONEY,100.40,USDT,11522647895907880960,ZEN,1692376045
InitialD2022,4265.30,USDT,11522621398358208512,Wise,1692376045
PayxTrade,618.33,USDT,11513489818719387648,ZEN,1692376045
trader-revolut,110.80,USDT,11520321872327569408,ZEN,1692376045
KittrowInv,7068.51,USDT,11507061634866573312,SEPA (EU) bank transfer,1692376045
mstrader18,100.00,USDT,11522120601008832512,ZEN,1692376045
vip518,4406.29,USDT,11498267441956081664,Wise,1692376045
FTtrader33,110.90,USDT,11522605138530594816,Advcash,1692376045
Crypto-Eli,2000.00,USDT,11521117860639289344,ZEN,1692376045
express-usdt,5203.07,USDT,11518226525535621120,Wise,1692376045
xuan17,8481.28,USDT,11522655123982065664,Wise,1692376045
Ruzveld3,415.55,USDT,11521235229456252928,Revolut,1692376045
dazxxxsq7878,4840.96,USDT,11519656412852940800,Wise,1692376045
HOCHLANDGMBH,7411.51,USDT,11522387954695110656,SEPA (EU) bank transfer,1692376045
valerii19762303,220.00,USDT,11522605665817948160,Advcash,1692376045
JAScripto,867.07,USDT,11522452106956603392,Advcash,1692376045
marxchange,151.53,USDT,11522217013702025216,Advcash,1692376045
Biofoda-Firm,1852.46,USDT,11520445707079008256,Wise,1692376045
MTRS,550.00,USDT,11442703857369325568,Advcash,1692376045
SSH_Crypto,6669.63,USDT,11517433049709375488,SEPA (EU) bank transfer,1692376045
warpik,1823.66,USDT,11446185635607388160,Wise,1692376045
AlteWay,14892.98,USDT,11521633974654160896,SEPA Instant,1692376045
Fast-and-Best-Price,3400.00,USDT,11521254673328033792,Wise,1692376045
RR_CryptoExchange,8463.57,USDT,11522570280552726528,SEPA (EU) bank transfer,1692376045
-BB,1716.85,USDT,11519487704627789824,SEPA (EU) bank transfer,1692376045
SparrowsS,10191.52,USDT,11522631235844382720,SEPA (EU) bank transfer,1692376045
Fugui-Currency-Bank,7930.86,USDT,11497695612577787904,Wise,1692376045
ARMANI_EXCHANGE_,8180.83,USDT,11512027172364865536,Wise,1692376045
MidoNader92,2755.11,USDT,11522106396495532032,Advcash,1692376045
AlteWay,17912.51,USDT,11522467294383759360,SEPA Instant,1692376045
Zhiv4ik,271.74,USDT,11522509624684150784,ZEN,1692376045
Merryexchange,15475.90,USDT,11512332906919952384,Wise,1692376045
Eugen,613.84,USDT,11522520012419325952,SEPA (EU) bank transfer,1692376045
NgonBoRe_SINCE-2018,2100.00,USDT,11516531662558363648,Advcash,1692376045
andrew,500.00,USDT,11522493065160396800,SEPA (EU) bank transfer,1692376045
Autoparts,3005.72,USDT,11496584958679810048,Wise,1692376045
iamluckystar,4173.02,USDT,11522538795442298880,Wise,1692376045
,4745.41,USDT,11522584928643452928,SEPA Instant,1692376045
YBF1,200.00,USDT,11459295618624143360,Advcash,1692376045
easyswap,632.19,USDT,11503842966109863936,Advcash,1692376045
Alice-reliable,5000.00,USDT,11511983464544157696,Wise,1692376045
iamluckystar,3000.00,USDT,11522401043376844800,Wise,1692376045
PHODSAD,2500.00,USDT,11522517736719994880,ZEN,1692376045
CESARIAS,1915.12,USDT,11521436438037606400,Wise,1692376045
CryptoTrader-PRO,43578.34,USDT,11520095915949633536,ABN AMRO,1692376045
RenovatioFilm,329.46,USDT,11522649054105419776,Wise,1692376045
borodach7,252.00,USDT,11521192406277902336,SEPA (EU) bank transfer,1692376045
das2807,188.09,USDT,11521840234057773056,ZEN,1692376045
Ia_M,1630.00,USDT,11522562523865141248,TBC Bank,1692376045
Golden-Toouch,519.53,USDT,11522198007421345792,Wise,1692376045
IMR_Trading,1540.89,USDT,11505970726158491648,Advcash,1692376045
one4ester,1940.50,USDT,11519165270140125184,MAIB,1692376045
AlleAlle,1313.98,USDT,11522169545955934208,ZEN,1692376045
MTRS,1300.00,USDT,11442703554179121152,SEPA (EU) bank transfer,1692376045
El-Lider-En-Cambios,169.90,USDT,11520404587038994432,Wise,1692376045
YASSER_KH,252.09,USDT,11522164628054921216,Paysera,1692376045
Schatz777,1391.36,USDT,11516768608048365568,MAIB,1692376045
ViKa_Cash,2196.37,USDT,11522522162648416256,Paysera,1692376045
anes-kech45,2546.28,USDT,11522628235538403328,Wise,1692376045
P2PExchange24-7,545.85,USDT,11522630498937606144,Wise,1692376045
DZ113,44.01,USDT,11522586934335524864,Paysera,1692376045
Necosmart,4200.00,USDT,11513830333600034816,SEPA Instant,1692376045
FOURSEAS_EXCHANGE,35076.35,USDT,11521898786634055680,Bank Transfer,1692376045
emmscorporationltd,3364.64,USDT,11522383703566536704,Wise,1692376045
Speriter,299.15,USDT,11522532132545880064,Paysera,1692376045
MLN95,290.54,USDT,11522623883772121088,Paysera,1692376045
Dinance_Acil_Coin,4153.99,USDT,11522596088649584640,ZEN,1692376045
moha-crypto,164.61,USDT,11522571604982804480,Paysera,1692376045
khalil,550.00,USDT,11522654833449447424,Paysera,1692376045
HongtuGroup,13516.46,USDT,11522509942483800064,Wise,1692376045
ilyes20,100.00,USDT,11522292650862714880,Paysera,1692376045
kriptoexchangeGE,4555.57,USDT,11520361766811283456,TBC Bank,1692376045
YY_Group_Exchange,3884.57,USDT,11488112615739510784,Bank Transfer,1692376045
johnsnow888,1598.72,USDT,11522476069835100160,SEPA Instant,1692376045
scinvestments,111.84,USDT,11504659769393119232,N26,1692376045
MK4G,1575.40,USDT,11521938054668812288,ZEN,1692376045
den770,8569.19,USDT,11522664389324365824,Wise,1692376045
SALAHEX,1179.92,USDT,11519338860720431104,Paysera,1692376045
PHODSAD,600.00,USDT,11522516392156430336,N26,1692376045
flaring,11663.87,USDT,11518666112005869568,Wise,1692376045
Ibih-CIH,227.38,USDT,11521128443399917568,Wise,1692376045
Tarmac01,150.00,USDT,11522223813598126080,SEPA (EU) bank transfer,1692376045
Web777,1000.00,USDT,11522516928204173312,SEPA (EU) bank transfer,1692376045
Cryptoarias,200.00,USDT,11517899047376445440,Advcash,1692376045
korgi_koin,195.00,USDT,11522611390814072832,Wise,1692376045
1386system-na,1021.53,USDT,11522541085058994176,SEPA Instant,1692376045
vitya23,516.60,USDT,11521037367167537152,Paysera,1692376045
-Yassin-,263.19,USDT,11521938356008202240,Paysera,1692376045
mirudream23,100.00,USDT,11487685193542029312,Advcash,1692376045
alexchangeer,289.25,USDT,11520847665387995136,Paysera,1692376045
Pro_tanfers_Instant,2692.40,USDT,11522211029655310336,Paysera,1692376045
NicoCS,2150.54,USDT,11409209839466758144,Bunq,1692376045
CarlosVelazq,405.11,USDT,11472891580207398912,N26,1692376045
ARSOP,10.91,USDT,11522542251337351168,Neteller,1692376045
insanamenteusdt,1250.00,USDT,11520711606049529856,ZEN,1692376045
Super-Change,298.70,USDT,11495164507910750208,Bunq,1692376045
Ali_Ads,1356.63,USDT,11519445786070360064,Paysera,1692376045
Coin Hood,100.00,USDT,11521857095063670784,ZEN,1692376045
mikimoze,659.04,USDT,11522625882015997952,Wise,1692376045
Fring,903.70,USDT,11515248303683166208,Neteller,1692376045
MYDOUSA_2,352.00,USDT,11522632332021862400,Neteller,1692376045
Aleml,123.34,USDT,11521305905121337344,Neteller,1692376045
Fastmajor88,7000.00,USDT,11519298664322342912,SEPA (EU) bank transfer,1692376045
vorontsovik,223.35,USDT,11521113067397193728,Skrill (Moneybookers),1692376045
Saranto,100.90,USDT,11521888931203956736,Neteller,1692376045
FDMI,5000.00,USDT,11470548264119267328,Wise,1692376045
Amertat,5085.18,USDT,11484257036878659584,Bank of Georgia,1692376045
EdgardoPR,105.00,USDT,11521897678106202112,Neteller,1692376045
,3398.41,USDT,11522519717572476928,Revolut,1692376045
Cyberchris,500.00,USDT,11522446251732791296,SEPA Instant,1692376045
Wernek,30661.41,USDT,11521849300247130112,SEPA Instant,1692376045
CoinsDesire sp z o o,11442.77,USDT,11521963474699550720,Bank Transfer,1692376045
nahuelbg,600.00,USDT,11522571075315728384,Dukascopy Bank,1692376045
juanciti75,200.00,USDT,11518703939848577024,Neteller,1692376045
LucasNayib,152.85,USDT,11517281981625331712,Dukascopy Bank,1692376045
MIAREVA,371.46,USDT,11521903883543650304,Dukascopy Bank,1692376045
LautaroMaidana03,894.99,USDT,11522299458737651712,Dukascopy Bank,1692376045
BSV-DUNCAN,149.26,USDT,11505266380955230208,MICB,1692376045
TinaAlina,800.00,USDT,11475156850160619520,MAIB,1692376045
calamander,7576.00,USDT,11522150142060630016,SEPA (EU) bank transfer,1692376045
CriptoSvet,1580.64,USDT,11517926701108920320,Victoriabank,1692376045
Rena_G,100.00,USDT,11522571561425317888,Bunq,1692376045
ASAPXCHANGE,11946.22,USDT,11522381974161952768,Wise,1692376045
Badfox,119.00,USDT,11522577327890386944,Advcash,1692376045
ThetanSuperPower,263.19,USDT,11520301966563020800,Advcash,1692376045
intellect05,170.00,USDT,11514760666660524032,Paysera,1692376045
leoAMD,500.00,USDT,11522083184888844288,Neteller,1692376045
Agustrade,1300.00,USDT,11520933097775923200,Dukascopy Bank,1692376045
QazaqCrypt0,250.00,USDT,11518190431220776960,Monobank,1692376045
Malek2123,974.33,USDT,11521895393362190336,Wise,1692376045
memberxz,262.77,USDT,11522552019166892032,ZEN,1692376045
actorrr,5011.00,USDT,11520416486805880832,SEPA (EU) bank transfer,1692376045
Usdro1,300.00,USDT,11508120012688961536,SEPA (EU) bank transfer,1692376045
Arssen,3000.00,USDT,11522597302283165696,PUMB,1692376045
Essam1,5000.00,USDT,11522635357924474880,Advcash - Instant,1692376045
FastSE,25.72,USDT,11522643479652229120,Skrill (Moneybookers),1692376045
massimobr,1263.70,USDT,11519775698876592128,Wise,1692376045
BestBusiness,500.00,USDT,11522217440974696448,Skrill (Moneybookers),1692376045
moneyflow,481.11,USDT,11522220170865610752,Skrill (Moneybookers),1692376045
jackie120,526.88,USDT,11522564573397389312,SEPA (EU) bank transfer,1692376045
vlada365,100.00,USDT,11522657410013032448,Wise,1692376045
Danteibra,300.00,USDT,11496075424361644032,Skrill (Moneybookers),1692376045
trust-os-trade,216.77,USDT,11514350718746566656,Wise,1692376045
Valadis,150.00,USDT,11426931671781359616,Paysera,1692376045
exchange_rs,17048.84,USDT,11522566538333388800,Skrill (Moneybookers),1692376045
Big0506,38.52,USDT,11516934568420937728,Wise,1692376045
alveiro100,100.00,USDT,11521986800261632000,Skrill (Moneybookers),1692376045
ChiidO,32.37,USDT,11522589595994648576,Skrill (Moneybookers),1692376045
Fosco,843.90,USDT,11520842080499793920,Revolut,1692376045
cryptoparce,407.00,USDT,11522637891412766720,Wise,1692376045
aston200,9490.26,USDT,11479052727234342912,Wise,1692376045
JD_Exchange,125.00,USDT,11522663784772894720,Skrill (Moneybookers),1692376045
SARA-EL-HULK,78.86,USDT,11522588849295884288,Skrill (Moneybookers),1692376045
DEIVID,120.55,USDT,11522586914284453888,International Wire (SWIFT),1692376045
yadesgroup,180.00,USDT,11522575459685572608,Skrill (Moneybookers),1692376045
SignorLoZingaro,125.10,USDT,11499661647797596160,Advcash,1692376045
PayObmin72,135.00,USDT,11522168337936482304,Skrill (Moneybookers),1692376045
mirudream23,154.26,USDT,11484514971029106688,Skrill (Moneybookers),1692376045
Maivero,42.61,USDT,11522630413213093888,Revolut,1692376045
BoosterCryprto,1245.00,USDT,11522477562291036160,Revolut,1692376045
d3x0nM,330.53,USDT,11521582573020590080,Paysera,1692376045
Dzhon,88.54,USDT,11519940529037631488,Revolut,1692376045
USDTBUY,9500.00,USDT,11522510992783454208,Wise,1692376045
LZmultiplica,845.00,USDT,11510337911070294016,SEPA (EU) bank transfer,1692376045
Ingprego,1100.00,USDT,11522517020878442496,Paysera,1692376045
delgadojae,320.00,USDT,11522629294814597120,BBVA,1692376045
Vladislav,407.40,USDT,11508473718222540800,Revolut,1692376045
mpasqual,300.00,USDT,11522660824007368704,Dukascopy Bank,1692376045
Jumiza8,2105.27,USDT,11522654056081567744,Bizum,1692376045
Jumiza8,2513.39,USDT,11517072850948587520,N26,1692376045
CamoBinance,176.61,USDT,11520504378308239360,ZEN,1692376045
BBankir,100.10,USDT,11522129995469406208,Wise,1692376045
luketo,225.56,USDT,11505903783660298240,Dukascopy Bank,1692376045
jjimis479,1844.91,USDT,11522222353237794816,BBVA,1692376045
Crypto_worthy,500.00,USDT,11522602643201904640,Wise,1692376045
CryptooAbel,100.00,USDT,11520187763775578112,BBVA,1692376045
usdt_saler,150.00,USDT,11395420678300692480,Bizum,1692376045
Alfredo46,810.25,USDT,11518501200258813952,Revolut,1692376045
CryptoKanna,133.88,USDT,11521943544582393856,Wise Instant,1692376045
Theta_Valley,8059.00,USDT,11519578827927412736,SEPA (EU) bank transfer,1692376045
Blancojo,1452.76,USDT,11522353503215243264,Skrill (Moneybookers),1692376045
Mucita_05,1000.00,USDT,11440602922679214080,Bizum,1692376045
GaloTrader,420.16,USDT,11522524285156806656,Bizum,1692376045
TheWolf-OfWallStreet,500.00,USDT,11520899074145509376,Skrill (Moneybookers),1692376045
_CRIPTOEXPRESS_,324.28,USDT,11522340141991624704,Bizum,1692376045
bo_millionaire,3100.00,USDT,11522319169418391552,Revolut,1692376045
zodrac,200.00,USDT,11484482409149997056,ZEN,1692376045
Exchange-crypto-otc,100.00,USDT,11522280445835870208,Advcash,1692376045
Joseph,100.53,USDT,11522627482695127040,Revolut,1692376045
CripotLr,195.28,USDT,11521848144265863168,Perfect Money,1692376045
CambiosRamirez,557.36,USDT,11521268047009792000,Bizum,1692376045
Big_Whale_Crypto,100.00,USDT,11521570974066249728,Perfect Money,1692376045
NikolaevUkraine,1400.00,USDT,11502712227197358080,Paysera,1692376045
karpa4o,550.00,USDT,11521965983163322368,Revolut,1692376045
MyroslavTrade,149.01,USDT,11522482604221382656,Bizum,1692376045
mirudream23,200.00,USDT,11505832430131994624,Payeer,1692376045
Glixius,1184.21,USDT,11487717592950927360,Payeer,1692376045
Arsant,200.00,USDT,11468276657289216000,Paysera,1692376045
nutcrack3r,8668.41,USDT,11491716162043092992,Revolut,1692376045
KMCG,2296.40,USDT,11522205628601266176,Revolut,1692376045
UAB-PREXIDO,14098.16,USDT,11519274830446186496,ZEN,1692376045
nickname_p2p_nick,350.00,USDT,11522119608719478784,Paysera,1692376045
RealTrader-Dio,300.00,USDT,11520157165826256896,Payeer,1692376045
CryptoKanna,5132.31,USDT,11521107259251326976,Wise Instant,1692376045
criptosanluis77,544.75,USDT,11522648057752354816,Payeer,1692376045
MerCh_Deal,176.26,USDT,11515145033901137920,Wise,1692376045
hostpodar,2455.00,USDT,11521761263694598144,Wise,1692376045
JesusMLG,1010.87,USDT,11514939216553988096,SEPA Instant,1692376045
Romanromeo,780.00,USDT,11521242136147378176,N26,1692376045
ArbiMagicFour,1500.00,USDT,11522495748738224128,Advcash,1692376045
fecheferg,588.88,USDT,11522563859507208192,Bizum,1692376045
CharlieBTC,207.00,USDT,11518959978588069888,CaixaBank (Spain),1692376045
HUBAmawuna,2782.50,USDT,11517046797613826048,ZEN,1692376045
abdoulog,271.85,USDT,11522657416613617664,Paysera,1692376045
VPMR4158,1107.73,USDT,11517652240894787584,Banco Santander (Spain),1692376045
5400Trade,515.00,USDT,11516409425237868544,Dukascopy Bank,1692376045
Maxi18,79.46,USDT,11498416094646640640,Advcash,1692376045
Simo_do,3026.78,USDT,11517082859379453952,Kuveyt Turk,1692376045
RealTrader-Dio,122.83,USDT,11499397444126146560,Skrill (Moneybookers),1692376045
mpasqual,300.00,USDT,11522659853684035584,Skrill (Moneybookers),1692376045
Nverr,400.00,USDT,11509477136524705792,Bank Transfer,1692376045
vsegda_pozitive777,55.58,USDT,11514916217304985600,Revolut,1692376045
TemBat777,205.70,USDT,11520149921682214912,Revolut,1692376045
eldoradocash,75.19,USDT,11501657159017357312,Bizum,1692376045
PashaVert,62.72,USDT,11510342075703468032,Revolut,1692376045
Lavidaa,12000.00,USDT,11522560864035975168,Paysera,1692376045
tesla77712,2202.90,USDT,11517142663003742208,Victoriabank,1692376045
sultan_ex,19.88,USDT,11454616167215718400,Advcash,1692376045
Noiret_Crypto,910.00,USDT,11522161402553241600,Banco Sabadell (Spain),1692376045
,550.00,USDT,11521935457743826944,SEPA (EU) bank transfer,1692376045
tuliogimenez,212.26,USDT,11517906840913895424,Bizum,1692376045
Sasa9msh,119.44,USDT,11518521018708516864,Bank Transfer,1692376045
